offensive_language,tweet
2.0,"RT @_Foreverfamous_: ""@vintage_monroe_: &#8220;@VineForTheByrd: Girlfriends Be Like....&#128514;&#128557;&#128588;&#128175; https://t.co/QM5XDxNQyN&#8221;bitch we don't want him""&#128514;&#128514;&#128557;&#128557;&#128128;&#128128;"
3.0,RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;
3.0,RT @_fckwhatyathink: @uce_INA Shi&#8217;...now I don't wanna rant b/c my first impression would be that i'm a such a bitch &#128514; lmao.
2.0,"RT @_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal."
3.0,"RT @_Ezzzylove: She a bad bitch, let's get to it right away ."
3.0,RT @_Ezzzylove: I hate salty bitches
3.0,RT @_emilyscraba: my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
3.0,RT @_elennamichelle: @erykahminor_ miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;
3.0,RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.
2.0,"RT @_Dingyyybritt_: @wheeler_kashhh. lls lor bitches stay wanting to fight , made them real mad i talks my Shit"
3.0,RT @_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self
3.0,"RT @_deemarieeeee: Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L"
3.0,RT @_danieebro: all these bitches fake if you ask me
3.0,RT @_daijak: i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r&#8230;
3.0,"RT @_Crzy4tay: &#8220;@hedge_brandon: If youve only seen my couch, not my bed, then you my hoe&#8221;&#128514;&#128514;"
2.0,RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;
2.0,RT @_ConnorRay: I do not fuck with that bitch she cannot keep her legs closed
3.0,RT @_ConnerJay: Ho ho ho bitches Merry 4 months-ish until Christmas. http://t.co/4JCiu8vHzV
2.0,RT @_CollegeHumor_: One loyal girlfriend is worth more than one hundred hoes.
1.0,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots
3.0,"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;"
2.0,"RT @_clearlyspoken: Side bxtches gettin lit up outchea, y'all birds better tighten up."
3.0,RT @_chrisssssyxo: Bad bitch give me head like lice .
0.0,RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;
1.0,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;
3.0,RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;
1.0,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;"
3.0,RT @_ButterPecanTan: half y'all bitches side hoes and don't even know.
3.0,RT @_BucketsMcnasty: You knew I fucked that bitch and you didn't react?
3.0,RT @_BucketsMcnasty: U bitches boring
3.0,RT @_BucketsMcnasty: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs
3.0,RT @_BucketsMcnasty: If u can steal her she's a hoe
3.0,RT @_brooklynnmsb: It ain't nothing to cut that bitch off. &#128076;&#128129;
3.0,"RT @_BredDIFFERENT: They on a bitch , yeah they want a bitch"
2.0,"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;"
2.0,RT @_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes
3.0,"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""&#128080;&#128552;&#128516;"
3.0,"RT @_blkarab24: Whats a bad bitch to 
a queen with Goals&#10067;"
2.0,RT @_BlessedAle: You stupid lil ass bitch I ain't fuckin with chuuu.
3.0,RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much
3.0,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;
3.0,RT @_BeautifulKeezy: &#8220;@100046729: You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;&#8221;omg &#128514;&#128514;&#128514;&#128514;&#128184;
3.0,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;
3.0,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: &#8220;@maxnostalgia: @100046729 you need one &#128530;&#8221;yesss cause I'm not her bf !&#8221;you my bitch&#8221;&#128514;&#128514;
3.0,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: @100046729 bitch&#128514;&#128514;&#128514;&#128128;&#8221;man that's so cute to me &#128514;&#128514;&#128514;&#128128;&#8221;find a date
2.0,"RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221;

 No you aint hoe"
3.0,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356
3.0,RT @_ayejayydoe: This hoe never called me like she said @UglyAssAyeKay
3.0,"RT @_ayejayydoe: ""@UglyAssAyeKay: Dumb bitch"" im singing to you bitch"
1.0,RT @_asslxrd_: my inner nigger is coming out
3.0,RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;
3.0,"RT @_AshCrackk: My bitch bad, she from the island"
3.0,RT @_amaaari: bitches be fake af &#128514;&#128581;
3.0,RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.
3.0,"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol"
3.0,"RT @_aleahmonique: &#128079;""@WhitDAWGem_: Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"""
2.0,RT @_adrizzzle: Happy birthday to my chocolate brotha @1NOnlyDirtyMike &#127880;&#127881; love u hoe http://t.co/iQIxXX1ZNv
3.0,"RT @_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!"
3.0,RT @_2kkz: You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya
1.0,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
3.0,"RT @__YouWEAKTho: ain't no ""WE"" in this bitch ."
3.0,"RT @__VIIXXIV &#128514;

Me: Baby I cooked
Bae: What's for dinner?
Me: That bitch you been texting http://t.co/GwT19xIXUz"
3.0,RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
3.0,RT @__thaRealist: Dudes a hoe had me laughin on my only pics&#128514;&#128514;&#128514;
3.0,RT @__thaRealist: @VoiceOfDStreetz &#128514;&#128514; 2 many lil bitty bitches
3.0,RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch
3.0,RT @__thaRealist: @Dono_44 yea that hoe was rocking Friday and last night
3.0,RT @__Stackzz: Pick 6 hoe lets gooo
3.0,RT @__Stackzz: &#8220;@VoiceOfDStreetz: &#8220;@__Stackzz: @VoiceOfDStreetz lol for what?&#8221; Lol you dissing us&#8221;&#128514;&#128514;&#128514; shut up bitch
3.0,"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism"
2.0,RT @__queenshaun: &#8220;@JuicelessEss_: If you ask me every bitch gay.&#8221; true dat true dat
3.0,"RT @__prvncesssss: ""@lilnas_: Niggas bitches getting exposed&#128514;&#128514;&#128514;&#128553;""&#128555;&#128555;&#128555;&#128555;&#128555;"
2.0,RT @__nijel: Niggas be out here loving ALL they hoes...that's a no no.
0.0,RT @__matt29: Larry bird 38 &#128514;
2.0,"RT @__Lonz: Once a hoe , always a hoe &#128076;"
3.0,RT @__LilNiNo: R.I.P &#128128; to the hoes&#128131; dying for attention.
3.0,RT @__LilBrisko: I don't care about none of these bitches
2.0,RT @__Junebugg: That hoe is live though
3.0,RT @__Junebugg: @VoiceOfDStreetz hell yea save money like a hoe
1.0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
3.0,RT @__Independentt: Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg
3.0,RT @__iamjazz: where is D hoes ? &#128514;
3.0,RT @__HoldMyHEART: I don't understand how bitches find the time to worry about what another bitch is doing
2.0,RT @__HerEyezLow: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh
3.0,RT @__Harveyyy: People getting called all types of bitches over music lol you know how ridiculous that is?
0.0,"RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin."
3.0,RT @__DayAnnaa: Bobby bitch bobby bitch &#128293;&#128293;&#128520;
3.0,RT @__CocaineCowboy: Freaky ass ready ass hoes
3.0,"RT @__chuuu_: I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&#8230;"
3.0,RT @__brookenicole: How many bitches have actually gone to the club in a mini skirt &amp; j's on? #questionoftheday
3.0,RT @__BrionnaNicole: Never realize the precious time you bitch niggas is wasting &#128070;
3.0,RT @__BrighterDays: I don't understand I don't even fuck with these bitches but I'm so relevant to them though &#128564;
3.0,RT @__BrighterDays: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;
1.0,RT @__bettyboo: You better pray I don't send your nudes out bitch
3.0,RT @__ashlaaay: Why does everybody drive like retards when it rains lol
3.0,"RT @___TheFuckery: ""@187XO_: ' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;"" nigga preeeeeeeach ! !"
3.0,RT @___MICHIGANMADE: Only the basic bitches put on for Twitter ..
0.0,RT @___Legacy: Need some ice cream and Oreos &#128525;
3.0,RT @___iv: &#8220;@CamoQuay: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
3.0,RT @___bria: I hate a bitch that acts like she can't be single. Get your I need a man ass on
3.0,"RT @____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas"
3.0,RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;
3.0,RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.
3.0,RT @_____AL: Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol
3.0,RT @_____AL: &#8220;@KY_YNF: &#8220;@TroyPanamera: Brandon Jennings easily got the coldest bitch ever&#8221; damn near lol&#8221;not damn near that's fact.
1.0,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
0.0,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne"
3.0,"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;"
1.0,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
3.0,RT !! @6oysLoveKeena: I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch &#128514;&#9996;
2.0,Roy Hibbert so trash. It's unbelievable.
3.0,"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No sex"
3.0,Round #3 on you hoes #chitown #sb2014 http://t.co/gd0Ya153rl
0.0,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv
3.0,Ross text me back you twat
3.0,Ross got Amber Rose naked these hoes ain't loyal wiz
3.0,Ross a bitch for not responding
1.0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
0.0,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil."
0.0,"Rose colored glasses only, you guys. #wvnextin6"
3.0,Rosco would get jealous though. He a bitch
3.0,Ronny kamm is a pussy
2.0,Ronnie Radke's a fucking fag. Fronz owns his ass.
2.0,Roman on GTA IV is a pussy.
0.0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
3.0,"Roll tide, bitches"
3.0,"Roll that weed bitch
Shake that ass hoe"
2.0,"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!"
1.0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
3.0,Rikanya &lt;&lt;&lt; &#128557; get this bitch out my DM
3.0,Rihanna's Favorite Thing About White House Visits: 'My President Being Black' http://t.co/86zVJUzJLr #Solidarity Poking whitey-not wise..
3.0,Rihanna must got the holy grail of pussy &#128514;
3.0,Rihanna just slaying any bitch &#128525;&#128525;
3.0,"RIGHT ""@Sotyannaxo: The same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight."""
2.0,Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;
3.0,Riding my quad with this bitch &#128540; http://t.co/EpPeMQfXxO
2.0,Riding in that ooo bitch it's nasty
3.0,Ricky is such a bitch when it comes to girls&#128530;
3.0,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL! Yall niccas didn't listen, now they are chewing on Bob's leg and shit! Extra, tasty, crispy!"
3.0,"Rick is not a bitch.
#TheWalkingDead"
0.0,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all."
0.0,Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews
1.0,"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB"
3.0,retweeting ah bitch tweet is flirting nowadays
2.0,Retweet to spam this faggot RT @ChickenColeman: Dick going &#128070;
2.0,retard.
0.0,respect the birds. peace in pieces.
0.0,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa
0.0,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. http://t.co/unfdQCQHyK
2.0,Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG
3.0,Repeat after me: Where my bitches?
0.0,remember when the dude who played young ned followed my youtube channel. this was when i actually used my youtube for more than favorites
2.0,Remember when I would spank everyone in meme wars? Because I do #faggots
3.0,"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass."
2.0,Remember when I said Uchiha&#8217;s are faggots? This week Sasuke reaffirms that with flying colors.
3.0,"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe"""
0.0,"Remember that fear is there to guide you, not cripple you."
3.0,remember going out to actually freak a bitch? yeah that vibe is back.
3.0,Reina Yoshii in cock blowing threesome with her hairy pussy teasing&#160;cock http://t.co/dT4vmEPtv4
1.0,Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;
2.0,Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty
0.0,redneck in the White House // Moccasin Creek &#128077;&#128076;
2.0,Red Sox fans bitch the loudest about right field. Their hitters exempt from hitting them out too? #Yankees #YankeeStadium
0.0,red meat trash
3.0,red bone but her pusssy hairlessss
3.0,Red bitch with me dark skin friend callin talkin bout come and get me
2.0,Receipts? RT @LoyalLamb85: I still remember that time Lawrence left me a vile voice mail. He was angry. Called me a ho and everything. Lol
3.0,Reathie scared thenna bitch
0.0,Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline
2.0,"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime"
3.0,Really wanna go biking downtown. The current lack of sunglasses... Not cool. Not happy. Prepare the bitch face.
0.0,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..
3.0,really out here tho bitch. http://t.co/0s8phidLGe
1.0,Really craving my arroz con pollo y habichuelas right now
3.0,Really bitch? No.
3.0,Really bitch?
3.0,really bitch
2.0,Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe
